esrs,dr,paragraph,name,datatype,appendix,voluntary
S1,S1-2,AR 25 d,Disclosure of any conflicting interests that have arisen among different workers and how these conflicting interests have been resolved ,narrative,,V
S1,S1-2,AR 25 e,Disclosure of how undertaking seeks to respect human rights of all stakeholders engaged ,narrative,,V
S1,S1-2,AR 26,Information about effectiveness of processes for engaging with ist own workforce from previous reporting periods ,narrative,,V
S1,S1-3,32a,Disclosure of general approach to and processes for providing or contributing to remedy where undertaking has caused or contributed to a material negative impact on people in ist own workforce  ,narrative,,
S1,S1-3,32b,Disclosure of specific channels in place for ist own workforce to raise concerns or needs directly with undertaking and have them addressed ,narrative,,
S1,S1-3,AR 29,Third-party mechanisms are accessible to all own workforce,semi-narrative,,V
S1,S1-3,AR 30,Disclosure of how own workforce and their workers' representatives are able to access channels at level of undertaking they are employed by or contracted to work for ,narrative,,V
S1,S1-3,32c,Grievance or complaints handling mechanisms related to employee matters exist,semi-narrative,SFDR,
S1,S1-3,32d,Disclosure of processes through which undertaking supports or requires availability of channels ,narrative,,
S1,S1-3,32e,Disclosure of how issues raised and addressed are tracked and monitored and how effectiveness of channels is ensured ,narrative,,
S1,S1-3,33,Disclosure of whether and how it is assessed that its own workforce is aware of and trust structures or processes as way to raise their concerns or needs and have them addressed ,narrative,,
S1,S1-3,34,Disclosure of timeframe for channel or processes for raising concerns to be in place if it has not adopted a channel,narrative,,V
S1,S1-4,37,"Action plans and resources to manage its material impacts, risks, and opportunities related to its own workforce [see ESRS 2 - MDR-A]",MDR-A,,
S1,S1-4,38a,"Description of action taken, planned or underway to prevent or mitigate negative impacts on own workforce  ",narrative,,
S1,S1-4,38b,Disclosure on whether and how action has been taken to provide or enable remedy in relation to actual material impact,narrative,,
S1,S1-4,38c,Description of additional initiatives or actions with primary purpose of delivering positive impacts for own workforce,narrative,,
S1,S1-4,38d,Description of how effectiveness of actions and initiatives in delivering outcomes for own workforce is tracked and assessed ,narrative,,
S1,S1-4,39,Description of process through which it identifies what action is needed and appropriate in response to particular actual or potential negative impact on own workforce  ,narrative,,
S1,S1-4,40a,Description of what action is planned or underway to mitigate material risks arising from impacts and dependencies on own workforce  and how effectiveness is tracked ,narrative,,
S1,S1-4,40b,Description of what action is planned or underway to pursue material opportunities in relation to own workforce  ,narrative,,
S1,S1-4,41,Disclosure of whether and how it is ensured that own practices do not cause or contribute to material negative impacts on own workforce  ,narrative,,
S1,S1-4,43,Disclosure of resources are allocated to the management of material impacts,narrative,,
S1,S1-4,AR 33 a,Disclosure of general and specific approaches to addressing material negative impacts ,narrative,,V
S1,S1-4,AR 33 b,Disclosure of initiatives aimed at contributing to additional material positive impacts ,narrative,,V
S1,S1-4,AR 33 c,Disclosure of how far undertaking has progressed in efforts during reporting period ,narrative,,V
S1,S1-4,AR 33 d,Disclosure of aims for continued improvement ,narrative,,V
S1,S1-4,AR 35,Disclosure of how undertaking seeks to use leverage with relevant business relationships to manage material negative impacts affecting own workforce  ,narrative,,V
S1,S1-4,AR 36,"Disclosure of how the initiative, and its own involvement, is aiming to address the material impact concerned",narrative,,V
S1,S1-4,AR 40 a,Disclosure of whether and how workers and workers' representatives play role in decisions regarding design and implementation of programmes or processes whose primary aim is to deliver positive impacts for workers ,narrative,,V
S1,S1-4,AR 40 b,Information about intended or achieved positive outcomes of programmes or processes for own workforce  ,narrative,,V
S1,S1-4,AR 41,Initiatives or processes whose primary aim is to deliver positive impacts for own workforce  are designed also to support achievement of one or more of Sustainable Development Goals,semi-narrative,,V
S1,S1-4,AR 43,"Information about measures taken to mitigate negative impacts on workers that arise from transition to greener, climate-neutral economy ",narrative,,V
S1,S1-4,AR 48,Description of internal functions that are involved in managing impacts and types of action taken by internal functions to address negative and advance positive impacts ,narrative,,V
S1,S1-5,46,"Targets set to manage material impacts, risks and opportunities related to own workforce [see ESRS 2 - MDR-T]",MDR-T,,
S1,S1-5,47a,Disclosure of whether and how own workforce or workforce' representatives were engaged directly in setting targets ,narrative,,
S1,S1-5,47b,Disclosure of whether and how own workforce or workforce' representatives were engaged directly in tracking performance against targets ,narrative,,
S1,S1-5,47c,Disclosure of whether and how own workforce or workforce' representatives were engaged directly in identifying lessons or improvements as result of undertakings performance ,narrative,,
S1,S1-5,AR 49 a,Disclosure of intended outcomes to be achieved in lives of people in its own workforce  ,narrative,,V
S1,S1-5,AR 49 b,Information about stability over time of target in terms of definitions and methodologies to enable comparability ,semi-narrative,,V
S1,S1-5,AR 49 c,Disclosure of references to standards or commitments which targets are based on,narrative,,V
S1,S1-6,50a,Characteristics of undertaking's employees - number of employees by gender [table],Table A,,
S1,S1-6,50a,Number of employees (head count),Table A/Integer,,
S1,S1-6,50a,Average number of employees (head count),Table A/Integer,,
S1,S1-6,50a,Characteristics of undertaking's employees - number of employees in countries with 50 or more employees [table],Table B,,
S1,S1-6,50a,Number of employees in countries with 50 or more employees,Table B/Integer,,
S1,S1-6,50a,Average number of employees in countries with 50 or more employees,Table B/Integer,,
S1,S1-6,50b,"Characteristics of undertaking's employees - information on employees by contract type, gender and region [table]",Table C,,
S1,S1-6,50b,Number of employees (head count or full-time equivalent),Table C/Decimal,,
S1,S1-6,50b,Average number of employees (head count or full-time equivalent),Table C/Decimal,,
S1,S1-6,50c,Number of employee turnover,Integer,,
S1,S1-6,50c,Percentage of employee turnover,Percent,,
S1,S1-6,50d,Description of methodologies and assumptions used to compile data (employees) ,narrative,,
S1,S1-6,50 d (i) ,Employees numbers are reported in head count or fufull-time equivalent,semi-narrative,,
S1,S1-6,50 d (ii) ,Employees numbers are reported at end of reporting period/average/other methodology,semi-narrative,,
S1,S1-6,50e,Disclosure of contextual information necessary to understand data (employees) ,narrative,,
S1,S1-6,52,Further detailed breakdown by gender and by region [table],Table D,,V
S1,S1-6,52 a,Number of full-time employees by head count or full time equivalent,Table D Decimal/Integer,,V
S1,S1-6,52 b,Number of part-time employees by head count or full time equivalent,Table D Decimal/Integer,,V
S1,S1-6,50f,Disclosure of cross-reference of information reported under paragragph 51 (a) to most representative number in financial statements ,narrative,,
S1,S1-7,55 a,Number of non-employees in own workforce,Decimal,,
S1,S1-7,55 a,Number of non-employees in own workforce - self-employed people,Decimal,,
S1,S1-7,55 a,Number of non-employees in own workforce - people provided by undertakings primarily engaged in employment activities,Decimal,,
S1,S1-7,56,"Disclosure of the most common types of non-employees (for example, self-employed people, people provided by undertakings primarily engaged in employment activities, and other types relevant to the undertaking), their relationship with the undertaking, and the type of work that they perform.",narrative,,V
S1,S1-7,55 b,Description of methodologies and assumptions used to compile data (non-employees) ,narrative,,
S1,S1-7,55 b (i),Non-employees numbers are reported in head count/full time equivalent,semi-narrative,,
S1,S1-7,55 b (ii),Non-employees numbers are reported at end of reporting period/average/other methodology,semi-narrative,,
S1,S1-7,55c,Disclosure of contextual information necessary to understand data (non-employee workers) ,narrative,,
S1,S1-7,57,Description of basis of preparation of non-employees estimated number ,narrative,,
S1,S1-8,60 a,Percentage of total employees covered by collective bargaining agreements,Percent,,
S1,S1-8,60 b,Percentage of its employees covered by collective bargaining agreements are within coverage rate by country (in the EEA),Table/Percent,,
S1,S1-8,60 c,Percentage of own employees covered by collective bargaining agreements (outside EEA) by region,Table/Percent,,V
S1,S1-8,61,Working conditions and terms of employment for employees not covered by collective bargaining agreements are determined based on collective bargaining agreements that cover other employees or based on collective bargaining agreements from other undertakings,semi-narrative,,V
S1,S1-8,62,Description of extent to which working conditions and terms of employment of non-employees in own workforce are determined or influenced by collective bargaining agreements ,narrative,,V
S1,S1-8,63a,Percentage of employees in country (EEA) covered by workers' representatives,Percent,,
S1,S1-8,63b,"Disclosure of existence of any agreement with employees for representation by European Works Council (EWC), Societas Europaea (SE) Works Council, or Societas Cooperativa Europaea (SCE) Works Council ",narrative,,
S1,S1-8,AR 70,Own workforce in region (non-EEA) covered by collective bargaining agreements by coverage rate and by region,Table /Semi-Narrative,,
S1,S1-9,66a,Number of employees (head count) at top management level,Integer,,
S1,S1-9,66a,Percentage of employees at top management level,Percent,,
S1,S1-9,66b,Number of employees (head count) under 30 years old,Integer,,
S1,S1-9,66b,Percentage of employees under 30 years old,Percent,,
S1,S1-9,66b,Number of employees (head count) between 30 and 50 years old,Integer,,
S1,S1-9,66b,Percentage of employees between 30 and 50 years old,Percent,,
S1,S1-9,66b,Number of employees (head count) over 50 years old,Integer,,
S1,S1-9,66b,Percentage of employees over 50 years old,Percent,,
S1,S1-9,AR 71,Disclosure of own definition of top management used ,narrative,,
S1,S1-10,69,"All employees are paid adequate wage, in line with applicable benchmarks",semi-narrative,,
S1,S1-10,70,Adequate wages by country [table],Table E/numerical,,
S1,S1-10,70,Percentage of  employees paid below the applicable adequate wage benchmark,Table E/Percent,,
S1,S1-10,71,Percentage of non-employees paid below adequate wage,Table E/Percent,,V
S1,S1-11,74 a,"All employees in own workforce are covered by social protection, through public programs or through benefits offered, against loss of income due to sickness",semi-narrative,,
S1,S1-11,74 b,"All employees in own workforce are covered by social protection, through public programs or through benefits offered, against loss of income due to unemployment starting from when own worker is working for undertaking",semi-narrative,,
S1,S1-11,74 c,"All employees in own workforce are covered by social protection, through public programs or through benefits offered, against loss of income due to employment injury and acquired disability",semi-narrative,,
S1,S1-11,74 d,"All employees in own workforce are covered by social protection, through public programs or through benefits offered, against loss of income due to parental leave",semi-narrative,,
S1,S1-11,74 e,"All employees in own workforce are covered by social protection, through public programs or through benefits offered, against loss of income due to retirement",semi-narrative,,
S1,S1-11,75,Social protection employees by country [table]  by types of events and type of employees,Table,,
S1,S1-11,75,"Disclosure of types of employees who are not covered by social protection, through public programs or through benefits offered, against loss of income due to sickness ",narrative,,
S1,S1-11,75,"Disclosure of types of employees who are not covered by social protection, through public programs or through benefits offered, against loss of income due to unemployment starting from when own worker is working for undertaking ",narrative,,
S1,S1-11,75,"Disclosure of types of employees who are not covered by social protection, through public programs or through benefits offered, against loss of income due to employment injury and acquired disability ",narrative,,
S1,S1-11,75,"Disclosure of types of employees who are not covered by social protection, through public programs or through benefits offered, against loss of income due to maternity leave ",narrative,,
S1,S1-11,75,"Disclosure of types of employees who are not covered by social protection, through public programs or through benefits offered, against loss of income due to retirement ",narrative,,
S1,S1-12,79,Percentage of persons with disabilities amongst employees subject to legal restrictions on collection of data,Percent,,
S1,S1-12,80,Percentage of employees with disabilities in own workforce breakdown by gender [table],Table/numerical,,V
S1,S1-12,AR 76,Disclosure of contextual information necessary to understand data and how data has been compiled (persons with disabilities)) ,narrative,,
S1,S1-13,83 a ,Training and skills development indicators gender [table],Table F,,
S1,S1-13,83 a ,Percentage of employees that participated in regular performance and career development reviews,Table F/Percent,,
S1,S1-13,83 b,Average number of training hours  by gender [table],Table G,,
S1,S1-13,83 b,Average number of training hours per person for employees,Table G/Decimal,,
S1,S1-13,84,Percentage of employees that participated in regular performance and career development reviews by employee category [table],Table G/percentage,,V
S1,S1-13,84,Average number of employees that participated in regular performance and career development reviews by employee category,Table G/Decimal,,V
S1,S1-13,85,Percentage of non-employees that participated in regular performance and career development reviews,Table G/Percent,,V
S1,S1-14,88 a,Percentage of people in its own workforce who are covered by health and safety management system based on legal requirements and (or) recognised standards or guidelines,Percent,,
S1,S1-14,88b,Number of fatalities in own workforce as result of work-related injuries and work-related ill health,Integer,,
S1,S1-14,88b,Number of fatalities as result of work-related injuries and work-related ill health of other workers working on undertaking's sites,Integer,,
S1,S1-14,88c,Number of recordable work-related accidents for own workforce,Integer,,
S1,S1-14,88c,Rate of recordable work-related accidents for own workforce,Percent,,
S1,S1-14,88d,Number of cases of recordable work-related ill health of employees,Integer,,
S1,S1-14,88e,"Number of days lost to work-related injuries and fatalities from work-related accidents, work-related ill health and fatalities from ill health realted to employees",Integer,,
S1,S1-14,89,Number of cases of recordable work-related ill health of non-employees,Integer,,V
S1,S1-14,89,"Number of days lost to work-related injuries and fatalities from work-related accidents, work-related ill health and fatalities from ill health realted to non-employees",Integer,,V
S1,S1-14,90,Percentage of own workforce who are covered by health and safety management system based on legal requirements and (or) recognised standards or guidelines and which has been internally audited and (or) audited or certified by external party,Percent,,V
S1,S1-14,AR 82,Number of fatalities in own workforce as result of work-related injuries,Integer,,V
S1,S1-14,AR 82,Number of fatalities in own workforce as result of work-related ill health,Integer,,V
S1,S1-14,AR 82,Number of fatalities as result of work-related injuries of other workers working on undertaking's sites,Integer,,V
S1,S1-14,AR 82,Number of fatalities as result of work-related ill health of other workers working on undertaking's sites,Integer,,V
S1,S1-14,AR 94,Number of cases of recordable work-related ill health detected among former own workforce,Integer,,V
S1,S1-14,AR 81,Description of underlying standards for internal audit or external certification of health and safety management system ,narrative,,V
S1,S1-15,93 a,Percentage of employees entitled to take family-related leave,Percent,,
S1,S1-15,93 b,Percentage of entitled employees that took family-related leave,Percent,,
S1,S1-15,93 b,Percentage of entitled employees that took family-related leave by gender [table],Table/numerical,,
S1,S1-15,94,All employees are entitled to family-related leaves through social policy and (or) collective bargaining agreements,semi-narrative,,
S1,S1-16,97 a ,Gender pay gap [table],Table H,SFDR/BENCH,
S1,S1-16,97 a ,Gender pay gap,Table H/Percent,SFDR/BENCH,
S1,S1-16,97 b,Annual total remuneration ratio,Percent,SFDR,
S1,S1-16,97 c,"Disclosure of contextual information necessary to understand data, how data has been compiled and other changes to underlying data that are to be considered ",narrative,,
S1,S1-16,98,Gender pay gap breakdown by employee category and/or country/segment [table],Table/numerical,,V
S1,S1-16,98,Gender pay gap breakdown by ordinary basic salary and complementary/variable components,Table/numerical,,V
S1,S1-16,99,Remuneration ratio adjusted for purchasing power differences between countries,Percent,,V
S1,S1-16,99,Description of methodology used for calculation of remuneration ratio adjusted for purchasing power differences between countries ,narrative,,V
S1,S1-17,103 a,Number of incidents of discrimination [table],Table I,SFDR,
S1,S1-17,103 a ,Number of incidents of discrimination,Table I/Integer,,
S1,S1-17,103 b,Number of complaints filed through channels for people in own workforce to raise concerns,Integer,,
S1,S1-17,103 b,Number of complaints filed to National Contact Points for OECD Multinational Enterprises,Integer,,
S1,S1-17,103 c,"Amount of material fines, penalties, and compensation for damages as result of violations regarding social and human rights factors",Monetary,,
S1,S1-17,103 c ,"Information about reconciliation of material fines, penalties, and compensation for damages as result of violations regarding social and human rights factors with most relevant amount presented in financial statements ",narrative,,
S1,S1-17,103 d,"Disclosure of contextual information necessary to understand data and how data has been compiled (work-related grievances, incidents and complaints related to social and human rights matters) ",narrative,,
S1,S1-17,104 a,Number of severe human rights issues and incidents connected to own workforce,Integer,SFDR/BENCH,
S1,S1-17,104 a,Number of severe human rights issues and incidents connected to own workforce that are cases of non respect of UN Guiding Principles and OECD Guidelines for Multinational Enterprises,Integer,SFDR/BENCH,
S1,S1-17,104 a,No severe human rights issues and incidents connected to own workforce have occurred,semi-narrative,SFDR/BENCH,
S1,S1-17,104 b,"Amount of material fines, penalties, and compensation for severe human rights issues and incidents connected to own workforce",Monetary,,
S1,S1-17,104 b,"Information about reconciliation of amount of material fines, penalties, and compensation for severe human rights issues and incidents connected to own workforce with most relevant amount presented in financial statements ",narrative,,
S1,S1-17,AR 103,Disclosure of the status of incidents and/or complaints and actions taken,narrative,,V
S1,S1-17,AR 106,Number of severe human rights cases where undertaking played role securing remedy for those affected,Integer,,V
S1,S1.SBM-3,14,All people in its own workforce who can be materially impacted by undertaking are included in scope of disclosure under ESRS 2,semi-narrative,,
S1,S1.SBM-3,14 a,Description of types of employees and non-employees in its own workforce subject to material impacts ,narrative,,
S1,S1.SBM-3,14 b,Material negative impacts occurrence (own workforce),semi-narrative,,
S1,S1.SBM-3,14 c,Description of activities that result in positive impacts and types of employees and non-employees in its own workforce that are positively affected or could be positively affected ,narrative,,
S1,S1.SBM-3,14 d,Description of material risks and opportunities arising from impacts and dependencies on own workforce  ,narrative,,
S1,S1.SBM-3,14 e,Description of material impacts on workers that may arise from transition plans for reducing negative impacts on environment and achieving greener and climate-neutral operations ,narrative,,
S1,S1.SBM-3,14 f (i) ,Information about type of operations at significant risk of incidents of forced labour or compulsory labour ,narrative,SFDR,
S1,S1.SBM-3,14 f (ii) ,Information about countries or geographic areas with operations considered at significant risk of incidents of forced labour or compulsory labour ,narrative,SFDR,
S1,S1.SBM-3,14 g (i) ,Information about type of operations at significant risk of incidents of child labour ,narrative,SFDR,
S1,S1.SBM-3,14 g (ii) ,Information about countries or geographic areas with operations considered at significant risk of incidents of child labour ,narrative,SFDR,
S1,S1.SBM-3,15,"Disclosure of how understanding of people in its own workforce / value chain workers with particular characteristics, working in particular contexts, or undertaking particular activities may be at greater risk of harm has been developed ",narrative,,
S1,S1.SBM-3,16,Disclosure of which of material risks and opportunities arising from impacts and dependencies on poeple in its own workforce  relate to specific groups of people,narrative,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
