esrs,dr,paragraph,name,datatype,appendix,voluntary
E5,E5-5,37b,Non-hazardous waste diverted from disposal,Mass,,
E5,E5-5,37b(i),Non-hazardous waste diverted from disposal due to preparation for reuse,Mass,,
E5,E5-5,37b(ii),Non-hazardous waste diverted from disposal due to recycling,Mass,,
E5,E5-5,37b(ii),Non-hazardous waste diverted from disposal due to other recovery operations,Mass,,
E5,E5-5,37 c,Hazardous waste directed to disposal,Mass,,
E5,E5-5,37 c(i),Hazardous waste directed to disposal by incineration,Mass,,
E5,E5-5,37 c(ii),Hazardous waste directed to disposal by landfilling,Mass,,
E5,E5-5,37 c(ii),Hazardous waste directed to disposal by other disposal operations,Mass,,
E5,E5-5,37 c,Non-hazardous waste directed to disposal,Mass,,
E5,E5-5,37 c(i),Non-hazardous waste directed to disposal by incineration,Mass,,
E5,E5-5,37 c(ii),Non-hazardous waste directed to disposal by landfilling,Mass,,
E5,E5-5,37 c(ii),Non-hazardous waste directed to disposal by other disposal operations,Mass,,
E5,E5-5,37 d,Non-recycled waste,Mass,SFDR,
E5,E5-5,37 d,Percentage of non-recycled waste,Percent,SFDR,
E5,E5-5,38,Disclosure of composition of waste ,narrative,,
E5,E5-5,38 a,Disclosure of waste streams relevant to undertaking's sector or activities ,narrative,,
E5,E5-5,38 b,Disclosure of materials that are present in waste ,narrative,,
E5,E5-5,39,Total amount of hazardous waste,Mass,SFDR,
E5,E5-5,39,Total amount of radioactive waste,Mass,SFDR,
E5,E5-5,40,Description of methodologies used to calculate data (waste generated) ,narrative,,
E5,E5-5,AR 28,Disclosure of its engagement in product end-of-life waste management,narrative,,V
E5,E5-6,43 a,Disclosure of quantitative information about potential financial effects of material risks and opportunities arising from resource use and circular economy-related impacts ,narrative,,
E5,E5-6,43 a,Disclosure of qualitative information of potential financial effects of material risks and opportunities arising from resource use and circular economy-related impacts ,narrative,,
E5,E5-6,43 b,Description of effects considered and related impacts (resource use and circular economy) ,narrative,,
E5,E5-6,43 c,Disclosure of critical assumptions used in estimates of financial effects of material risks and opportunities arising from resource use and circular economy-related impacts ,narrative,,
E5,E5-6,AR 35,Description of related products and services at risk (resource use and circular economy) ,narrative,,
E5,E5-6,AR 35,"Explanation of how time horizons are defined, financial amounts are estimated and of critical assumptions made (resource use and circular economy) ",narrative,,
E5,E5.IRO-1,11a ,"Disclosure of methodologies, assumptions and tools used in the screening  in order to identify actual and potential impacts, risks and opportunities in own operations and upstream and downstream value chain",narrative,,
E5,E5.IRO-1,11 b,Information about process for conducting consultations (resource and circular economy) ,narrative,,
E5,E5.IRO-1,AR 7 a,"Disclosure of business units associated to resource use and circular economy material impacts, risks and opportunities ",narrative,,
E5,E5.IRO-1,AR 7 b,Disclosure of material resources used ,narrative,,
E5,E5.IRO-1,AR 7 c,Disclosure of material impacts and risks of staying in business as usual ,narrative,,
E5,E5.IRO-1,AR 7 d,Disclosure of material opportunities related to circular economy ,narrative,,
E5,E5.IRO-1,AR 7 e,Disclosure of material impacts and risks of transition to circular economy ,narrative,,
E5,E5.IRO-1,AR 7 f,"Disclosure of stages of value chain where resource use, risks and negative impacts are concentrated ",narrative,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
