esrs,dr,paragraph,name,datatype,appendix,voluntary
E4,E4-2,AR 17 d,"Third-party standard of conduct used in policy is verifiable through independent certifying or verifying bodies, which have defined and rigorous assessment procedures that avoid conflicts of interest and are compliant with ISO guidance on accreditation and verification procedures or Article 5(2) of Regulation (EC) No 765/2008",semi-narrative,,V
E4,E4-2,AR 17 e,Third-party standard of conduct used in policy conforms to ISEAL Code of Good Practice,semi-narrative,,V
E4,E4-2,24 a,"Biodiversity and ecosystem protection policy covering operational sites owned, leased, managed in or near protected area or biodiversity-sensitive area outside protected areas has been adopted",semi-narrative,,
E4,E4-2,24 b,Sustainable land or agriculture practices or policies have been adopted,semi-narrative,SFDR,
E4,E4-2,24 c ,Sustainable oceans or seas practices or policies have been adopted,semi-narrative,SFDR,
E4,E4-2,24 d,Policies to address deforestation have been adopted,semi-narrative,SFDR,
E4,E4-3,27,Actions and resources in relation to biodiversity and ecosystems [see ESRS 2 - MDR-A],MDR-A,,
E4,E4-3,28 a,Disclosure on how the mitigation hierarchy has been applied with regard to biodiversity and ecosystem actions,narrative,,V
E4,E4-3,28 b,Biodiversity offsets were used in action plan,semi-narrative,,
E4,E4-3,28 b (i),Disclosure of aim of biodiversity offset and key performance indicators used ,narrative,,
E4,E4-3,28 b (ii),Financing effects (direct and indirect costs) of biodiversity offsets,Monetary,,
E4,E4-3,28 b (iii),Description of biodiversity offsets ,narrative,,
E4,E4-3,28 c,Description of whether and how local and indigenous knowledge and nature-based solutions have been incorporated into biodiversity and ecosystems-related action ,narrative,,
E4,E4-3,AR 20 a,"Disclosure of key stakeholders involved and how they are involved, key stakeholders negatively or positively impacted by action and how they are impacted ",narrative,,V
E4,E4-3,AR 20 b,Explanation of need for appropriate consultations and need to respect decisions of affected communities ,narrative,,V
E4,E4-3,AR 20 c,Description of whether key action may induce significant negative sustainability impacts (biodiversity and ecosystems) ,narrative,,V
E4,E4-3,AR 20 d,Explanation of whether the key action is intended to be a one-time initiative or systematic practice,narrative,,V
E4,E4-3,AR 20 e,Key action plan is carried out only by undertaking (individual action) using its resources (biodiversity and ecosystems),semi-narrative,,V
E4,E4-3,AR 20 e,"Key action plan is part of wider action plan (collective action), of which undertaking is member (biodiversity and ecosystems)",semi-narrative,,V
E4,E4-3,AR 20 f,"Additional information about project, its sponsors and other participants (biodiversity and ecosystems) ",narrative,,V
E4,E4-4,29,Tracking effectiveness of policies and actions through targets [see ESRS 2 MDR-T ],MDR-T,,
E4,E4-4,32 a,Ecological threshold and allocation of impacts to undertaking were applied when setting target (biodiversity and ecosystems),semi-narrative,,
E4,E4-4,32 a i),Disclosure of ecological threshold identified and methodology used to identify threshold (biodiversity and ecosystems) ,narrative,,
E4,E4-4,32 a ii),Disclosure of how entity-specific threshold was determined (biodiversity and ecosystems) ,narrative,,
E4,E4-4,32 a iii),Disclosure of how responsibility for respecting identified ecological threshold is allocated (biodiversity and ecosystems) ,narrative,,
E4,E4-4,32 b,Target is informed by relevant aspect of EU Biodiversity Strategy for 2030,semi-narrative,,
E4,E4-4,32 c,"Disclosure of how the targets relate to the biodiversity and ecosystem impacts, dependencies, risks and opportunities identified in relation to own operations and upstream and downstream value chain",narrative,,
E4,E4-4,32 d,Disclosure of the geographical scope of the targets,narrative,,
E4,E4-4,32 e,Biodiversity offsets were used in setting target,semi-narrative,,
E4,E4-4,32 f,Layer in mitigation hierarchy to which target can be allocated (biodiversity and ecosystems),semi-narrative,,
E4,E4-4,AR 22,The target addresses shortcomings related to the Substantial Contribution criteria ,semi-narrative,,
E4,E4-5,35,"Number of sites owned, leased or managed in or near protected areas or key biodiversity areas that undertaking is negatively affecting",Integer,,
E4,E4-5,35,"Area of sites owned, leased or managed in or near protected areas or key biodiversity areas that undertaking is negatively affecting",Area,,
E4,E4-5,36,Disclosure of land-use based on Life Cycle Assessment ,narrative,,V
E4,E4-5,38,"Disclosure of metrics considered relevant (land-use change, freshwater-use change and (or) sea-use change) ",narrative,,
E4,E4-5,38 a,Disclosure of conversion over time of land cover ,narrative,,V
E4,E4-5,38 b,Disclosure of changes over time in management of ecosystem ,narrative,,V
E4,E4-5,38 c,Disclosure of changes in spatial configuration of landscape ,narrative,,V
E4,E4-5,38 d,Disclosure of changes in ecosystem structural connectivity ,narrative,,V
E4,E4-5,38 e,Disclosure of functional connectivity ,narrative,,V
E4,E4-5,AR 34 a,Total use of land area,Area,,V
E4,E4-5,AR 34 b,Total sealed area,Area,,V
E4,E4-5,AR 34 c,Nature-oriented area on site,Area,,V
E4,E4-5,AR 34 d,Nature-oriented area off site,Area,,V
E4,E4-5,39,Disclosure of how pathways of introduction and spread of invasive alien species and risks posed by invasive alien species are managed ,narrative,,V
E4,E4-5,AR 32,Number of invasive alien species,Integer,,V
E4,E4-5,AR 32,Area covered by invasive alien species,Area,,V
E4,E4-5,40,Disclosure of metrics considered relevant (state of species) ,narrative,,V
E4,E4-5,40 a,Disclosure of paragraph in another environment-related standard in which metric is referred to ,narrative,,V
E4,E4-5,40 b,"Disclosure of population size, range within specific ecosystems and extinction risk ",narrative,,V
E4,E4-5,40 c,Disclosure of changes in number of individuals of species within specific area ,narrative,,V
E4,E4-5,40 d,Information about species at global extinction risk ,narrative,,V
E4,E4-5,40 d (i),Disclosure of threat status of species and how activities or pressures may affect threat status ,narrative,,V
E4,E4-5,40 d (ii) ,Disclosure of change in relevant habitat for threatened species as proxy for impact on local population’s extinction risk ,narrative,,V
E4,E4-5,41 a ,Disclosure of ecosystem area coverage ,narrative,,V
E4,E4-5,41 b (i),Disclosure of quality of ecosystems relative to pre-determined reference state ,narrative,,V
E4,E4-5,41 b (ii),Disclosure of multiple species within ecosystem ,narrative,,V
E4,E4-5,41 b (iii) ,Disclosure of structural components of ecosystem condition ,narrative,,V
E4,E4-6,45 a,Disclosure of quantitative information about potential financial effects of material risks and opportunities arising from biodiversity- and ecosystem-related impacts and dependencies ,narrative,,
E4,E4-6,45 a,Disclosure of qualitative information about potential financial effects of material risks and opportunities arising from biodiversity- and ecosystem-related impacts and dependencies ,narrative,,
E4,E4-6,45 b,"Description of effects considered, related impacts and dependencies (biodiversity and ecosystems) ",narrative,,
E4,E4-6,45 c,Disclosure of critical assumptions used in estimates of financial effects of material risks and opportunities arising from biodiversity- and ecosystem-related impacts and dependencies ,narrative,,
E4,E4-6,AR 39,Description of related products and services at risk (biodiversity and ecosystems) ,narrative,,
E4,E4-6,AR 39,"Explanation of how time horizons are defined, financial amounts are estimated and critical assumptions made (biodiversity and ecosystems) ",narrative,,
E4,E4.SBM-3,16 a,List of material sites in own operation,narrative,,
E4,E4.SBM-3,16 a i),Activities related to sites located in or near biodiversity-sensitive areas negatively affect these areas where conclusions or necessary mitigation measures have not been implemented or are ongoing,narrative,SFDR,
E4,E4.SBM-3,16 a ii),breakdown of material sites located in or near biodiversity-sensitive area ,narrative,,
E4.,E4.SBM-3,16 a iii),Disclosure of biodiversity-sensitive areas impacted ,narrative,,
E4,E4.SBM-3,16 b,"Material negative impacts with regards to land degradation, desertification or soil sealing have been identified",semi-narrative,SFDR,
E4,E4.SBM-3,16 c,Own operations affect threatened species,semi-narrative,SFDR,
E4,E4.IRO-1, 17 a,Disclosure of whether and how actual and potential impacts on biodiversity and ecosystems at own site locations and in value chain have been identified and assessed ,narrative,,
E4,E4.IRO-1, 17 b,Disclosure of whether and how dependencies on biodiversity and ecosystems and their services have been identified and assessed at own site locations and in value chain ,narrative,,
E4,E4.IRO-1, 17 c,Disclosure of whether and how transition and physical risks and opportunities related to biodiversity and ecosystems have been identified and assessed ,narrative,,
E4,E4.IRO-1, 17 d,Disclosure of whether and how systemic risks to own business model have been considered ,narrative,,
E4,E4.IRO-1, 17 d,Disclosure of whether and how systemic risks to society have been considered in assessment of biodiversity and ecosystems-related risks ,narrative,,
E4,E4.IRO-1, 17 e,Disclosure of whether and how consultations with affected communities on sustainability assessments of shared biological resources and ecosystems have been conducted ,narrative,,
E4,E4.IRO-1, 17 e (i),"Disclosure of whether and how specific sites, raw materials production or sourcing with negative or potential negative impacts on affected communities ",narrative,,
E4,E4.IRO-1, 17 e (ii),Disclosure of whether and how communities were involved in materiality assessment ,narrative,,
E4,E4.IRO-1, 17 e (iii),Disclosure of whether and how negative impacts on priority ecosystem services of relevance to affected communities may be avoided ,narrative,,
E4,E4.IRO-1, 17 e (iii),Disclosure of plans to minimise unavoidable negative impacts and implement mitigation measures that aim to maintain value and functionality of priority services ,narrative,,V
E4,E4.IRO-1,18,"Business model(s) has been verified using range of biodiversity and ecosystems scenarios, or other scenarios with modelling of biodiversity and ecosystems related consequences, with different possible pathways",narrative,,V
E4,E4.IRO-1, 18 a,Disclosure of why considered scenarios were taken into consideration ,narrative,,V
E4,E4.IRO-1, 18 b,Disclosure of how considered scenarios are updated according to evolving conditions and emerging trends ,narrative,,V
E4,E4.IRO-1, 18 c,Scenarios are informed by expectations in authoritative intergovernmental instruments and by scientific consensus,semi-narrative,,V
E4,E4.IRO-1, 19a,Undertaking has sites located in or near biodiversity-sensitive areas,semi-narrative,,
E4,E4.IRO-1, 19a,Activities related to sites located in or near biodiversity-sensitive areas negatively affect these areas by leading to deterioration of natural habitats and habitats of species and to disturbance of species for which protected area has been designated,semi-narrative,,
E4,E4.IRO-1, 19b,It has been concluded that it is necessary to implement biodiversity mitigation measures,semi-narrative,,
